Name,Club,Age,Overall,Potential,Value,Wage,Attack Score,Efficiency,Value Efficiency,Player Level,Predicted Overall
Min Gyu Kim,Pohang Steelers,22,52,61,170000.0,950.0,26.666666666666668,0.8524590163934426,0.0003058823529411,Average,51.19841665325018
Tondonba Singh,NorthEast United FC,27,52,53,80000.0,500.0,40.0,0.981132075471698,0.00065,Average,53.03128297986885
Jordan Amissah,Sheffield United,20,52,66,170000.0,2000.0,19.0,0.7878787878787878,0.0003058823529411,Average,51.17860066008609
Henrik Molvær Melland,Aalesunds FK,17,52,71,200000.0,500.0,44.66666666666666,0.7323943661971831,0.00026,Average,51.758705289132834
Jack Warshawsky,Western Sydney Wanderers,17,52,68,170000.0,500.0,16.666666666666668,0.7647058823529411,0.0003058823529411,Average,51.387869966955805
Slavi Spasov,Oxford United,20,52,62,180000.0,2000.0,52.0,0.8387096774193549,0.0002888888888888,Average,51.12840147888065
Chris Hegardt,Charlotte FC,20,52,67,190000.0,950.0,49.0,0.7761194029850746,0.0002736842105263,Average,51.18853836280462
Nawaf Al Rashoudi,Al Taawoun,21,52,62,180000.0,3000.0,49.66666666666666,0.8387096774193549,0.0002888888888888,Average,51.12115996123414
Keesean Ferdinand,Club de Foot Montréal,18,52,68,190000.0,500.0,24.666666666666668,0.7647058823529411,0.0002736842105263,Average,51.355571832837995
Saurav Mandal,Kerala Blasters FC,21,52,64,200000.0,500.0,46.333333333333336,0.8125,0.00026,Average,51.0469239754177
Lalchungnunga Lalchungnunga,SC East Bengal FC,21,52,62,170000.0,500.0,31.33333333333333,0.8387096774193549,0.0003058823529411,Average,51.13037744560515
Jack Moore,Blackpool,18,52,67,180000.0,550.0,43.0,0.7761194029850746,0.0002888888888888,Average,51.23361181272871
Timm Koch,Hallescher FC,19,52,65,180000.0,500.0,35.333333333333336,0.8,0.0002888888888888,Average,51.11750705593981
Mohammed Al Oufi,Al Adalah,19,52,67,180000.0,2000.0,34.333333333333336,0.7761194029850746,0.0002888888888888,Average,51.24042065177011
Henglong Ci,Changchun Yatai FC,22,52,64,170000.0,1000.0,19.666666666666668,0.8125,0.0003058823529411,Average,51.075150796679466
Abdallah Basit,Benevento,22,52,62,180000.0,700.0,48.0,0.8387096774193549,0.0002888888888888,Average,51.08556170605195
Marco Nasti,Cosenza,18,52,67,190000.0,500.0,54.66666666666666,0.7761194029850746,0.0002736842105263,Average,51.21419830552736
Haofeng Xu,Shenzhen FC,23,52,57,110000.0,1000.0,28.33333333333333,0.912280701754386,0.0004727272727272,Average,51.82860066911152
Lei Xu,Meizhou Hakka,22,52,59,150000.0,1000.0,38.333333333333336,0.8813559322033898,0.0003466666666666,Average,51.43260860221669
Maciej Bortniczuk,Jagiellonia Białystok,20,52,66,190000.0,1000.0,52.333333333333336,0.7878787878787878,0.0002736842105263,Average,51.11602317763818
Jae Woo Kang,Seongnam FC,22,52,63,180000.0,900.0,50.333333333333336,0.8253968253968254,0.0002888888888888,Average,51.03886695839668
Ankit Mukherjee,SC East Bengal FC,25,52,55,100000.0,500.0,38.0,0.9454545454545454,0.00052,Average,52.33135922371825
Hee Seung Kim,Daegu FC,19,52,68,210000.0,750.0,45.0,0.7647058823529411,0.000247619047619,Average,51.305219660748094
Jesús Castellano,New York Red Bulls,18,52,71,200000.0,500.0,49.0,0.7323943661971831,0.00026,Average,51.73232477143161
Isak Hagen Aalberg,Kristiansund BK,17,52,75,240000.0,500.0,32.333333333333336,0.6933333333333334,0.0002166666666666,Average,52.62415765374183
Szymon Sarbinowski,Warta Poznań,18,52,64,180000.0,500.0,53.0,0.8125,0.0002888888888888,Average,51.093918498295096
Victor Loturi,Ross County FC,21,52,63,170000.0,800.0,41.66666666666666,0.8253968253968254,0.0003058823529411,Average,51.071458300630866
Guanxi Li,Shandong Taishan,23,52,57,100000.0,2000.0,20.666666666666668,0.912280701754386,0.00052,Average,51.849339025708744
Meshari Sanyor,Al Raed,20,52,66,170000.0,1000.0,17.666666666666668,0.7878787878787878,0.0003058823529411,Average,51.172512396023194
Cieran Slicker,Rochdale,19,52,69,180000.0,4000.0,17.333333333333332,0.7536231884057971,0.0002888888888888,Average,51.49340502732787
Javier Marquez,Estudiantes de Mérida,18,52,72,210000.0,500.0,28.33333333333333,0.7222222222222222,0.000247619047619,Average,51.94802888121754
Gursimrat Singh,Mumbai City FC,25,52,56,100000.0,500.0,28.33333333333333,0.9285714285714286,0.00052,Average,52.045110837693244
Harrison Sohna,Sunderland,20,52,65,180000.0,2000.0,41.333333333333336,0.8,0.0002888888888888,Average,51.10080271499923
Mark Byrne,Sligo Rovers,21,52,63,180000.0,500.0,43.66666666666666,0.8253968253968254,0.0002888888888888,Average,51.06574858607094
Guokang Chen,Meizhou Hakka,23,52,56,110000.0,1000.0,48.0,0.9285714285714286,0.0004727272727272,Average,52.05581419527853
Daniel Dodds,Middlesbrough,21,52,65,190000.0,3000.0,28.0,0.8,0.0002736842105263,Average,51.11153794479803
Azzam Al Bishi,Al Wehda,20,52,64,190000.0,3000.0,51.0,0.8125,0.0002736842105263,Average,51.07924889649209
Ryan Duncan,Aberdeen,18,52,73,250000.0,500.0,47.0,0.7123287671232876,0.000208,Average,52.119761055811495
Josh Blunkell,Wycombe Wanderers,18,52,61,140000.0,500.0,17.333333333333332,0.8524590163934426,0.0003714285714285,Average,51.28707350766609
Felix Keidel,FC Ingolstadt 04,19,52,64,190000.0,800.0,40.66666666666666,0.8125,0.0002736842105263,Average,51.09723801538519
Noah De Ridder,KAA Gent,18,52,70,190000.0,850.0,43.66666666666666,0.7428571428571429,0.0002736842105263,Average,51.5828873186277
Abdullah Nahar Al Shammari,Al Tai,20,52,64,180000.0,2000.0,39.333333333333336,0.8125,0.0002888888888888,Average,51.08998584762884
Damian Las,Austin FC,20,52,69,180000.0,600.0,18.0,0.7536231884057971,0.0002888888888888,Average,51.44491058208038
Alexandru Jipa,AFC Chindia Târgoviște,20,52,61,170000.0,750.0,49.333333333333336,0.8524590163934426,0.0003058823529411,Average,51.198409628672266
Alexandru Chilili,FC Voluntari,19,52,68,190000.0,1000.0,28.33333333333333,0.7647058823529411,0.0002736842105263,Average,51.334410569833494
Sławomir Abramowicz,Jagiellonia Białystok,18,52,69,180000.0,500.0,18.0,0.7536231884057971,0.0002888888888888,Average,51.482706981485535
Rhys Bozinovski,Western United FC,17,52,67,170000.0,500.0,42.66666666666666,0.7761194029850746,0.0003058823529411,Average,51.253021807641105
Abdullah Radif,Al Taawoun,19,52,68,210000.0,3000.0,53.333333333333336,0.7647058823529411,0.000247619047619,Average,51.310217764228355
Aske Andresen,Silkeborg IF,16,52,73,230000.0,500.0,17.333333333333332,0.7123287671232876,0.0002260869565217,Average,52.206716302279574
Adam Armour,Charlotte FC,19,52,68,200000.0,600.0,32.666666666666664,0.7647058823529411,0.00026,Average,51.32406805193648
Joe Zoherliana,NorthEast United FC,23,52,57,110000.0,500.0,34.333333333333336,0.912280701754386,0.0004727272727272,Average,51.81468092375354
Mohammed Sajid Dhot,Chennaiyin FC,24,52,59,150000.0,500.0,34.666666666666664,0.8813559322033898,0.0003466666666666,Average,51.39583575810421
Mohammed Al Dawsari,Al Taawoun,22,52,58,100000.0,2000.0,18.0,0.896551724137931,0.00052,Average,51.65421576481782
Stevan Stanic-Floody,Drogheda United,18,52,59,150000.0,500.0,51.0,0.8813559322033898,0.0003466666666666,Average,51.48505871968811
Chan Yong Kim,Suwon FC,21,52,59,140000.0,600.0,18.666666666666668,0.8813559322033898,0.0003714285714285,Average,51.480665690421205
Xuejian Zheng,Zhejiang Professional FC,21,52,66,200000.0,1000.0,41.66666666666666,0.7878787878787878,0.00026,Average,51.11414477537818
Dongsheng Wang,Zhejiang Professional FC,25,52,55,100000.0,1000.0,32.0,0.9454545454545454,0.00052,Average,52.34527896907623
Jakub Niedbała,Piast Gliwice,18,52,66,180000.0,550.0,47.66666666666666,0.7878787878787878,0.0002888888888888,Average,51.15850833556054
Lalthuammawia Ralte,Odisha FC,29,52,52,50000.0,500.0,16.0,1.0,0.00104,Average,53.47687304405113
Hunor Gedő,Sepsi OSK Sf. Gheorghe,18,52,70,180000.0,500.0,18.0,0.7428571428571429,0.0002888888888888,Average,51.62183425912352
Yang Bai,Beijing Guoan FC,24,52,55,100000.0,2000.0,28.0,0.9454545454545454,0.00052,Average,52.37937909283934
Jakub Rajczykowski,Raków Częstochowa,17,52,72,190000.0,500.0,17.0,0.7222222222222222,0.0002736842105263,Average,51.98576482199863
Kaiyu Mao,Changchun Yatai FC,31,52,52,50000.0,2000.0,33.666666666666664,1.0,0.00104,Average,53.421825010750126
Karan Amin,Odisha FC,33,52,52,40000.0,500.0,27.0,1.0,0.0013,Average,53.38165082044989
Sebastian Anderson,Colorado Rapids,19,52,69,200000.0,600.0,37.66666666666666,0.7536231884057971,0.00026,Average,51.432202862719066
Andy Breuer,1. FC Saarbrücken,16,52,74,250000.0,500.0,44.66666666666666,0.7027027027027027,0.000208,Average,52.383529642712034
Jeong Hoon Kim,Sangju Sangmu FC,21,52,62,160000.0,850.0,18.0,0.8387096774193549,0.000325,Average,51.15498887215659
Joe Ackroyd,Barnsley,19,52,65,190000.0,1000.0,42.0,0.8,0.0002736842105263,Average,51.11079512143388
Nawaf Al Saadi,Abha Club,21,52,62,180000.0,2000.0,45.333333333333336,0.8387096774193549,0.0002888888888888,Average,51.11996572316821
Ted Cann,West Bromwich Albion,21,52,65,170000.0,2000.0,16.333333333333332,0.8,0.0003058823529411,Average,51.12224291047828
Tom Jenkins,Wrexham AFC,18,51,63,140000.0,500.0,47.333333333333336,0.8095238095238095,0.0003642857142857,Average,49.97285765987253
Qilong Ruan,Beijing Guoan FC,21,51,61,120000.0,2000.0,28.666666666666668,0.8360655737704918,0.000425,Average,50.040734807039456
Jiahui Liu,Henan Songshan Longmen FC,21,51,59,120000.0,1000.0,29.666666666666668,0.864406779661017,0.000425,Average,50.24363897726042
Salem Al Toiawy,Al Tai,20,51,61,130000.0,2000.0,41.333333333333336,0.8360655737704918,0.0003923076923076,Average,50.039414496214505
Elyas Al Biladi,Al Adalah,20,51,60,120000.0,2000.0,43.0,0.85,0.000425,Average,50.12603068256098
Marc Lutz,SV Waldhof Mannheim 07,21,51,60,120000.0,700.0,27.666666666666668,0.85,0.000425,Average,50.120990821426375
Chris Brady,Chicago Fire Football Club,18,51,73,170000.0,500.0,17.0,0.6986301369863014,0.0003,Average,51.18054027100473
Caolan McLaughlin,Derry City,20,51,59,130000.0,500.0,49.0,0.864406779661017,0.0003923076923076,Average,50.227311359744846
Jaziel Orozco,Real Salt Lake,18,51,74,180000.0,500.0,27.33333333333333,0.6891891891891891,0.0002833333333333,Average,51.39840450970827
Faisal Al Ghamdi,Ettifaq FC,20,51,65,130000.0,3000.0,44.66666666666666,0.7846153846153846,0.0003923076923076,Average,49.99397487913447
Gatlin O'Donkor,Oxford United,17,51,64,130000.0,500.0,48.66666666666666,0.796875,0.0003923076923076,Average,49.99330976430656
Jack Arthur,Exeter City,19,51,61,110000.0,500.0,18.0,0.8360655737704918,0.0004636363636363,Average,50.08433146089109
Beto Avila,Houston Dynamo,21,51,63,140000.0,950.0,50.66666666666666,0.8095238095238095,0.0003642857142857,Average,49.91320427011999
Dorian Ciezkowski,US Cremonese,21,51,58,100000.0,950.0,16.666666666666668,0.8793103448275862,0.00051,Average,50.4236278252495
Cătălin Albu,FC U Craiova 1948,18,51,66,140000.0,750.0,44.333333333333336,0.7727272727272727,0.0003642857142857,Average,50.07278789650003
Othman Al Othman,Al Fateh,19,51,68,150000.0,3000.0,44.0,0.75,0.00034,Average,50.26470646364554
Hristu Sofianu,FC U Craiova 1948,18,51,67,150000.0,750.0,41.66666666666666,0.7611940298507462,0.00034,Average,50.160969376339324
Șerban Tomache,FC Botoşani,18,51,68,130000.0,500.0,18.33333333333333,0.75,0.0003923076923076,Average,50.30516650625822
Bogdan Filip,FC Botoşani,22,51,58,120000.0,2000.0,43.333333333333336,0.8793103448275862,0.000425,Average,50.36955452988195
Mohammed Al Abdullah,Al Khaleej,19,51,62,130000.0,1000.0,45.0,0.8225806451612904,0.0003923076923076,Average,49.98753027044913
Ioan Tolea,Petrolul Ploiești,19,51,66,140000.0,700.0,42.66666666666666,0.7727272727272727,0.0003642857142857,Average,50.05578226145627
Subha Ghosh,Kerala Blasters FC,21,51,64,140000.0,500.0,51.66666666666666,0.796875,0.0003642857142857,Average,49.91120224761018
Benjamin Faraas,Hamarkameratene,16,51,76,180000.0,500.0,46.333333333333336,0.6710526315789473,0.0002833333333333,Average,51.92916225421651
Joe O'Shaughnessy,Bradford City,19,51,66,120000.0,900.0,18.666666666666668,0.7727272727272727,0.000425,Average,50.09652317586446
Emmanuel Ochoa,San Jose Earthquakes,17,51,71,140000.0,500.0,16.0,0.7183098591549296,0.0003642857142857,Average,50.789545038175916
Jashar Beluli,AC Horsens,18,51,70,150000.0,800.0,52.0,0.7285714285714285,0.00034,Average,50.53850773706331
Erik Dueñas,Los Angeles FC,17,51,74,180000.0,500.0,32.666666666666664,0.6891891891891891,0.0002833333333333,Average,51.40901538808603
Igor Lucatelli,Benevento,18,51,62,110000.0,500.0,15.0,0.8225806451612904,0.0004636363636363,Average,50.05158623518045
Xiangshuo Zhang,Shijiazhuang Ever Bright F.C.,21,51,57,90000.0,950.0,41.0,0.8947368421052632,0.0005666666666666,Average,50.58087072860096
Niko Tsakiris,San Jose Earthquakes,17,51,74,180000.0,500.0,38.0,0.6891891891891891,0.0002833333333333,Average,51.40031489742479
David Toure,Shelbourne FC,17,51,62,110000.0,500.0,44.66666666666666,0.8225806451612904,0.0004636363636363,Average,50.02250112491632
Yong Hui Park,Daegu FC,20,51,58,120000.0,1000.0,43.333333333333336,0.8793103448275862,0.000425,Average,50.399913881231726
Hui Zhang,Wuhan Three Towns,21,51,58,120000.0,2000.0,47.0,0.8793103448275862,0.000425,Average,50.382884311591354
Lalrinliana Hnamte,ATK Mohun Bagan FC,19,51,63,140000.0,500.0,43.0,0.8095238095238095,0.0003642857142857,Average,49.9606154394958
Yi Guo,Meizhou Hakka,29,51,51,60000.0,2000.0,45.66666666666666,1.0,0.00085,Average,52.52536061940265
Fei Wu,Wuhan Three Towns,32,51,51,30000.0,2000.0,18.33333333333333,1.0,0.0017,Average,52.51192057055499
Anıl Demir,Ümraniyespor,25,51,56,70000.0,2000.0,14.666666666666666,0.9107142857142856,0.0007285714285714,Average,50.79190002655571
Fares Al Garzae,Al Shabab,21,51,63,140000.0,4000.0,50.0,0.8095238095238095,0.0003642857142857,Average,49.939495160973635
Nic Bollado,Carlisle United,17,51,67,150000.0,500.0,51.0,0.7611940298507462,0.00034,Average,50.16298904003909
Yijia Li,Zhejiang Professional FC,21,51,56,70000.0,800.0,19.666666666666668,0.9107142857142856,0.0007285714285714,Average,50.85107272864292
Wungngayam Muirang,Bengaluru FC,23,51,60,120000.0,500.0,24.0,0.85,0.000425,Average,50.08669699333237
Filip Chalupniczak,Sutton United,21,51,63,130000.0,800.0,16.666666666666668,0.8095238095238095,0.0003923076923076,Average,49.967398404619615
Jiaheng Li,Guangzhou FC,21,51,58,120000.0,1000.0,52.333333333333336,0.8793103448275862,0.000425,Average,50.36592043420191
Isak Vanlalruatfela,Odisha FC,21,51,63,140000.0,500.0,45.0,0.8095238095238095,0.0003642857142857,Average,49.91873001741986
Rohit Kumar,Bengaluru FC,25,51,56,80000.0,500.0,41.0,0.9107142857142856,0.0006375,Average,50.736578259280066
Shengxiong Zheng,Guangzhou FC,23,51,56,90000.0,1000.0,41.333333333333336,0.9107142857142856,0.0005666666666666,Average,50.778820895512325
Ricky Shabong,ATK Mohun Bagan FC,19,51,60,120000.0,500.0,37.333333333333336,0.85,0.000425,Average,50.142191242835224
Mutlaq Al Hurayji,Al Raed,22,51,60,110000.0,2000.0,14.666666666666666,0.85,0.0004636363636363,Average,50.1335973156643
Kylian Kouassi,Sutton United,19,51,59,130000.0,1000.0,49.66666666666666,0.864406779661017,0.0003923076923076,Average,50.24966686081527
Aaron Davis,Drogheda United,20,51,56,70000.0,500.0,16.666666666666668,0.9107142857142856,0.0007285714285714,Average,50.872799107660384
Irakoze Donasiyano,Nashville SC,24,51,57,90000.0,1000.0,42.66666666666666,0.8947368421052632,0.0005666666666666,Average,50.52063088748878
Osama Al Mermish,Al Ittihad,18,51,64,120000.0,500.0,16.333333333333332,0.796875,0.000425,Average,50.026713134444805
Guoqiao Liang,Hebei FC,21,51,59,130000.0,1000.0,33.666666666666664,0.864406779661017,0.0003923076923076,Average,50.237145594721
Richard Odada,Philadelphia Union,21,51,60,120000.0,850.0,37.0,0.85,0.000425,Average,50.10700447077846
Sergio Oregel,Chicago Fire Football Club,17,51,73,180000.0,500.0,46.333333333333336,0.6986301369863014,0.0002833333333333,Average,51.15203092686343
Casey Walls,San Jose Earthquakes,19,51,66,130000.0,600.0,27.666666666666668,0.7727272727272727,0.0003923076923076,Average,50.07939406731168
Scott Lynch,Sligo Rovers,22,51,56,80000.0,500.0,38.0,0.9107142857142856,0.0006375,Average,50.79940639239399
Jong Beom Baek,FC Seoul,21,51,64,130000.0,650.0,19.0,0.796875,0.0003923076923076,Average,49.965700275462964
Leon Kugland,SV Meppen,22,51,62,130000.0,500.0,28.0,0.8225806451612904,0.0003923076923076,Average,49.95319728395074
Jamie Bramwell,Grimsby Town,18,51,61,110000.0,500.0,30.0,0.8360655737704918,0.0004636363636363,Average,50.08406672594231
Devid Eugene Bouah,Urbs Reggina 1914,20,51,63,130000.0,500.0,32.333333333333336,0.8095238095238095,0.0003923076923076,Average,49.958673066322774
Edoardo Corvi,Parma,21,51,58,100000.0,500.0,18.33333333333333,0.8793103448275862,0.00051,Average,50.41719039789018
Ștefan Mușat,FC Farul Constanța,21,51,65,130000.0,850.0,18.33333333333333,0.7846153846153846,0.0003923076923076,Average,49.999855901269726
Will Blackmore,Peterborough United,20,51,68,140000.0,1000.0,15.666666666666666,0.75,0.0003642857142857,Average,50.27505769233147
Xander Parke,Shrewsbury Town,18,51,69,130000.0,500.0,17.666666666666668,0.7391304347826086,0.0003923076923076,Average,50.43791580933217
Abdulaziz Al Yousef,Al Adalah,19,51,67,150000.0,2000.0,49.0,0.7611940298507462,0.00034,Average,50.14002406605138
Andres Moreno,Royal Pari,19,51,67,140000.0,500.0,25.0,0.7611940298507462,0.0003642857142857,Average,50.16674920847814
Won Woo Lee,Daegu FC,19,51,66,130000.0,650.0,37.0,0.7727272727272727,0.0003923076923076,Average,50.06458137799092
Peng Wang,Guangzhou City,24,51,56,90000.0,1000.0,43.66666666666666,0.9107142857142856,0.0005666666666666,Average,50.75570306180906
Lewis Temple,Shelbourne FC,17,51,61,110000.0,500.0,27.0,0.8360655737704918,0.0004636363636363,Average,50.10827212097823
Gavin Hodgins,Shelbourne FC,17,51,64,130000.0,500.0,49.333333333333336,0.796875,0.0003923076923076,Average,49.99222220297389
Tate Campbell,Birmingham City,20,51,68,150000.0,4000.0,45.66666666666666,0.75,0.00034,Average,50.25093957800311
Lennon Gill,UCD AFC,18,51,64,140000.0,500.0,48.66666666666666,0.796875,0.0003642857142857,Average,49.97403038072407
Ellis Taylor,Hartlepool United,19,51,65,140000.0,2000.0,45.0,0.7846153846153846,0.0003642857142857,Average,50.00451106623545
Darius Lipsiuc,St. Patrick's Athletic,16,51,65,130000.0,500.0,52.66666666666666,0.7846153846153846,0.0003923076923076,Average,50.03751115247809
George Horbury,Harrogate Town,18,51,59,120000.0,600.0,45.66666666666666,0.864406779661017,0.000425,Average,50.272166257702395
Chris Donovan,Philadelphia Union,21,51,60,130000.0,1000.0,52.0,0.85,0.0003923076923076,Average,50.083805834259465
Krystian Okoniewski,Lechia Gdańsk,17,51,74,180000.0,500.0,51.333333333333336,0.6891891891891891,0.0002833333333333,Average,51.37856367077171
Jacob Greene,D.C. United,19,51,67,150000.0,600.0,33.333333333333336,0.7611940298507462,0.00034,Average,50.15401301594929
Filipe De Carvalho,Grasshopper Club Zürich,18,51,71,160000.0,900.0,51.66666666666666,0.7183098591549296,0.00031875,Average,50.71541846344422
Jason Sraha,Barnsley,19,51,68,140000.0,1000.0,26.666666666666668,0.75,0.0003642857142857,Average,50.27642429938166
Evan Ovendale,Newport County,17,51,61,100000.0,500.0,16.333333333333332,0.8360655737704918,0.00051,Average,50.12564111684419
Reed Baker-Whiting,Seattle Sounders FC,17,51,71,160000.0,500.0,42.333333333333336,0.7183098591549296,0.00031875,Average,50.74665033644908
Jakub Niemczyk,Burton Albion,18,51,64,140000.0,500.0,46.333333333333336,0.796875,0.0003642857142857,Average,49.97783684538837
Oskar Lodziński,Wisła Płock,18,51,63,120000.0,500.0,17.333333333333332,0.8095238095238095,0.000425,Average,50.021733948928954
Lewis Billington,Crewe Alexandra,18,51,66,130000.0,550.0,30.33333333333333,0.7727272727272727,0.0003923076923076,Average,50.09394202168363
Xiaoyi Cao,Wuhan FC,19,51,66,130000.0,900.0,32.333333333333336,0.7727272727272727,0.0003923076923076,Average,50.07426015400155
Josh Barlow,Shrewsbury Town,18,51,70,150000.0,600.0,48.66666666666666,0.7285714285714285,0.00034,Average,50.54229286638093
Frank Junior Adjei,IFK Värnamo,18,51,69,150000.0,500.0,53.0,0.7391304347826086,0.00034,Average,50.38033902961449
Shuaihang Feng,Changchun Yatai FC,21,51,59,130000.0,1000.0,43.66666666666666,0.864406779661017,0.0003923076923076,Average,50.220832174731186
Alfie Burnett,Forest Green Rovers,18,51,64,120000.0,500.0,17.0,0.796875,0.000425,Average,50.02562557311214
Kade Craig,Shrewsbury Town,19,51,63,130000.0,850.0,30.0,0.8095238095238095,0.0003923076923076,Average,49.98468308538092
Junchen Gou,Chengdu Rongcheng F.C.,32,51,51,40000.0,1000.0,26.0,1.0,0.001275,Average,52.491182213957785
Victor Arong,Drogheda United,17,51,59,120000.0,500.0,51.66666666666666,0.864406779661017,0.000425,Average,50.28086323607468
Salam Ranjan Singh,Chennaiyin FC,26,51,55,70000.0,500.0,27.0,0.9272727272727272,0.0007285714285714,Average,51.01867708280648
John Haist,UCD AFC,26,51,53,70000.0,500.0,53.333333333333336,0.9622641509433962,0.0007285714285714,Average,51.66811157524984
Arne Rühlemann,Hallescher FC,17,51,68,150000.0,500.0,43.333333333333336,0.75,0.00034,Average,50.283758296235675
Felix Eriksson,IFK Göteborg,18,51,71,150000.0,500.0,29.666666666666668,0.7183098591549296,0.00034,Average,50.747970647274016
Ethan Cox,Adelaide United,18,51,67,130000.0,500.0,17.333333333333332,0.7611940298507462,0.0003923076923076,Average,50.19853554738614
Chenyu Yang,Hebei FC,23,51,58,120000.0,1000.0,37.333333333333336,0.8793103448275862,0.000425,Average,50.35176782610867
Tae Yang Kim,Daegu FC,22,51,62,130000.0,1000.0,51.66666666666666,0.8225806451612904,0.0003923076923076,Average,49.91872055000562
Andrea Librici,Sint-Truidense VV,17,51,71,160000.0,500.0,39.66666666666666,0.7183098591549296,0.00031875,Average,50.75100058177969
Jae Sung Kim,Ulsan Hyundai FC,22,51,60,130000.0,2000.0,48.0,0.85,0.0003923076923076,Average,50.079283219944585
Manvir Singh,NorthEast United FC,21,51,61,130000.0,500.0,49.0,0.8360655737704918,0.0003923076923076,Average,49.99520109175771
Mohammed Al Qahtani,Al Hilal,19,51,66,140000.0,3000.0,45.66666666666666,0.7727272727272727,0.0003642857142857,Average,50.06989402493417
Peter Abimbola,Northampton Town,18,51,65,140000.0,1000.0,47.333333333333336,0.7846153846153846,0.0003642857142857,Average,50.01175258388196
Elliott Bolton,AFC Wimbledon,20,51,68,150000.0,2000.0,47.0,0.75,0.00034,Average,50.23223768188143
Heath Richardson,Bradford City,18,51,61,110000.0,500.0,17.666666666666668,0.8360655737704918,0.0004636363636363,Average,50.1041866105964
Harry McCarthy,Central Coast Mariners,20,51,66,140000.0,500.0,45.0,0.7727272727272727,0.0003642857142857,Average,50.031011750407345
Avan Jones,Luton Town,20,51,66,130000.0,3000.0,27.0,0.7727272727272727,0.0003923076923076,Average,50.081002387753
Kopano Thuntsane,Orlando Pirates,22,51,63,130000.0,500.0,17.333333333333332,0.8095238095238095,0.0003923076923076,Average,49.94452045822952
Lin Cui,Hebei FC,24,51,55,80000.0,1000.0,32.666666666666664,0.9272727272727272,0.0006375,Average,51.05221922837748
Yue Song,Tianjin Jinmen Tiger FC,30,51,51,50000.0,1000.0,43.333333333333336,1.0,0.00102,Average,52.50156034284325
Jianbo Zhao,Dalian Professional Football Club,21,51,60,130000.0,1000.0,52.66666666666666,0.85,0.0003923076923076,Average,50.0827182729268
Aaren D'Silva,Hyderabad FC,24,51,58,120000.0,500.0,51.0,0.8793103448275862,0.000425,Average,50.30602975638617
Faisal Al Mutairi,Al Taawoun,22,51,59,130000.0,3000.0,45.0,0.864406779661017,0.0003923076923076,Average,50.21587245648328
Yu Zhang,Hebei FC,19,51,67,140000.0,800.0,25.0,0.7611940298507462,0.0003642857142857,Average,50.16922822449661
Huapeng Wang,Changchun Yatai FC,22,51,57,90000.0,1000.0,26.0,0.8947368421052632,0.0005666666666666,Average,50.5864426588831
Ziyad Al Jari,Al Fateh,20,51,64,130000.0,3000.0,32.0,0.796875,0.0003923076923076,Average,49.98322315732645
Tom Stokes,Newport County,17,51,67,150000.0,550.0,51.0,0.7611940298507462,0.00034,Average,50.163402209375505
Brad Kelly,Rochdale,18,51,61,110000.0,500.0,18.666666666666668,0.8360655737704918,0.0004636363636363,Average,50.10255526859743
Jiansheng Zhang,Dalian Professional Football Club,22,51,58,120000.0,2000.0,51.66666666666666,0.8793103448275862,0.000425,Average,50.35596001322378
Ayush Dev Chhetri,FC Goa,19,51,62,120000.0,500.0,39.66666666666666,0.8225806451612904,0.000425,Average,49.99206708228975
Memet-Raim Memet-Ali,Changchun Yatai FC,21,50,55,70000.0,1000.0,51.66666666666666,0.9090909090909092,0.0007142857142857,Average,49.76790627456522
Beni Redžić,FC Dallas,19,50,70,130000.0,650.0,53.0,0.7142857142857143,0.0003846153846153,Average,49.48601759335932
Adam Porter,Salford City,20,50,61,100000.0,2000.0,46.66666666666666,0.819672131147541,0.0005,Average,48.84837088914992
Kaare Barslund,FC Nordsjælland,18,50,70,120000.0,500.0,26.33333333333333,0.7142857142857143,0.0004166666666666,Average,49.54755992223875
Nathaneal Blair,Western Sydney Wanderers,18,50,64,110000.0,600.0,49.66666666666666,0.78125,0.0004545454545454,Average,48.84630009662115
Kai Evans,Wrexham AFC,18,50,62,110000.0,500.0,40.66666666666666,0.8064516129032258,0.0004545454545454,Average,48.8465364664206
Aaron Braithwaite,Grimsby Town,18,50,56,60000.0,500.0,43.66666666666666,0.8928571428571429,0.0008333333333333,Average,49.57953868412966
Anuj Kumar,Hyderabad FC,23,50,57,80000.0,500.0,18.666666666666668,0.8771929824561403,0.000625,Average,49.30971891266404
Fabiano Cibi,AFC UTA Arad,17,50,70,120000.0,500.0,38.333333333333336,0.7142857142857143,0.0004166666666666,Average,49.54729518728996
Hyeon Bin Seol,Ulsan Hyundai FC,20,50,58,90000.0,750.0,20.666666666666668,0.8620689655172413,0.0005555555555555,Average,49.19133128828241
Suk Ju Yoon,Sangju Sangmu FC,20,50,65,110000.0,750.0,36.66666666666666,0.7692307692307693,0.0004545454545454,Average,48.87887553542774
Tobias Storm,Lyngby BK,17,50,71,150000.0,500.0,41.66666666666666,0.704225352112676,0.0003333333333333,Average,49.73197243680319
Ajak Deu,Western United FC,21,50,58,100000.0,500.0,25.666666666666668,0.8620689655172413,0.0005,Average,49.16182934802296
Saad Al Muwallad,Al Shabab,20,50,59,100000.0,4000.0,46.66666666666666,0.847457627118644,0.0005,Average,49.037620386638054
Finley Bell,Forest Green Rovers,17,50,64,110000.0,500.0,43.66666666666666,0.78125,0.0004545454545454,Average,48.874573178981194
