Name,Club,Age,Overall,Potential,Value,Wage,Attack Score,Efficiency,Value Efficiency,Player Level
Ibraima José Barry Pérez,CD Tenerife,20,62,78,1000000.0,1000.0,51.333333333333336,0.7948717948717948,6.2e-05,Average
Clemens Riedel,SV Darmstadt 98,18,62,75,875000.0,950.0,27.0,0.8266666666666667,7.085714285714285e-05,Average
Marcelo Esponda,Newell's Old Boys,19,62,77,900000.0,1000.0,54.0,0.8051948051948052,6.88888888888889e-05,Average
Alan Judge,Colchester United,33,62,62,240000.0,3000.0,62.0,1.0,0.00025833333333333334,Average
Massimiliano Gatto,Como,26,62,63,475000.0,800.0,54.666666666666664,0.9841269841269841,0.00013052631578947368,Average
Thomas Kastanaras,VfB Stuttgart,19,62,78,1000000.0,3000.0,66.33333333333333,0.7948717948717948,6.2e-05,Average
Luca Connell,Barnsley,21,62,71,900000.0,2000.0,52.666666666666664,0.8732394366197183,6.88888888888889e-05,Average
Carl Björk,Brøndby IF,22,62,68,650000.0,3000.0,61.666666666666664,0.9117647058823529,9.538461538461538e-05,Average
Yong Rae Lee,Daegu FC,36,62,62,130000.0,1000.0,57.666666666666664,1.0,0.00047692307692307693,Average
Tim Prica,WSG Tirol,20,62,72,875000.0,2000.0,65.66666666666667,0.8611111111111112,7.085714285714285e-05,Average
Lukas Watkowiak,FC St. Gallen 1879,26,62,67,450000.0,2000.0,18.666666666666668,0.9253731343283582,0.0001377777777777778,Average
Dominic Bernard,Forest Green Rovers,25,62,65,475000.0,2000.0,43.666666666666664,0.9538461538461539,0.00013052631578947368,Average
Sandro Trémoulet,Seraing,22,62,69,750000.0,2000.0,32.666666666666664,0.8985507246376812,8.266666666666667e-05,Average
Alessandro Gabrielloni,Como,27,62,62,425000.0,850.0,62.333333333333336,1.0,0.00014588235294117646,Average
Óscar Segura,Deportivo Cali,19,62,77,950000.0,500.0,48.0,0.8051948051948052,6.526315789473684e-05,Average
Ryan Haynes,Northampton Town,26,62,63,425000.0,4000.0,56.333333333333336,0.9841269841269841,0.00014588235294117646,Average
Eon Hak Ji,Sangju Sangmu FC,28,62,62,400000.0,1000.0,60.333333333333336,1.0,0.000155,Average
Levent Mercan,Fatih Karagümrük S.K.,21,62,75,975000.0,3000.0,62.666666666666664,0.8266666666666667,6.358974358974359e-05,Average
Jin Feng,Shanghai Port FC,28,62,62,350000.0,3000.0,58.666666666666664,1.0,0.00017714285714285713,Average
Dêniro Rubens Prestes Cadete,Ceará Sporting Club,22,62,62,475000.0,2000.0,66.33333333333333,1.0,0.00013052631578947368,Average
Kristian Dennis,Carlisle United,32,62,62,325000.0,3000.0,64.33333333333333,1.0,0.00019076923076923077,Average
Botond Balogh,Parma,20,62,75,900000.0,700.0,31.0,0.8266666666666667,6.88888888888889e-05,Average
Jaume Tovar Seguí,RCD Mallorca,23,62,71,900000.0,5000.0,62.333333333333336,0.8732394366197183,6.88888888888889e-05,Average
Filip Balaj,Cracovia,24,62,66,575000.0,2000.0,61.666666666666664,0.9393939393939394,0.00010782608695652174,Average
Noah Sadaoui,FC Goa,28,62,62,400000.0,500.0,59.666666666666664,1.0,0.000155,Average
Max Wegner,VfB Oldenburg,33,62,62,250000.0,550.0,62.333333333333336,1.0,0.000248,Average
Valentino Vermeulen,Borussia Dortmund II,20,62,72,875000.0,750.0,51.666666666666664,0.8611111111111112,7.085714285714285e-05,Average
Puliang Shao,Shijiazhuang Ever Bright F.C.,32,62,62,200000.0,1000.0,27.0,1.0,0.00031,Average
Junior Olaitan Ishola,Chamois Niortais Football Club,20,62,72,875000.0,1000.0,59.0,0.8611111111111112,7.085714285714285e-05,Average
Thor Úlfarsson,Houston Dynamo,21,62,72,900000.0,1000.0,64.33333333333333,0.8611111111111112,6.88888888888889e-05,Average
Yihao Zhong,Henan Songshan Longmen FC,26,62,63,425000.0,2000.0,58.0,0.9841269841269841,0.00014588235294117646,Average
TJ Eyoma,Lincoln City,22,62,69,750000.0,2000.0,39.666666666666664,0.8985507246376812,8.266666666666667e-05,Average
Frederik Alves,Brøndby IF,22,62,72,825000.0,2000.0,33.666666666666664,0.8611111111111112,7.515151515151515e-05,Average
Rareș Ispas,Sepsi OSK Sf. Gheorghe,21,62,72,850000.0,2000.0,34.333333333333336,0.8611111111111112,7.294117647058823e-05,Average
Leo Mikić,SV Ried,25,62,65,525000.0,2000.0,63.333333333333336,0.9538461538461539,0.00011809523809523809,Average
Kevin Goden,TSV 1860 München,23,62,68,600000.0,650.0,42.0,0.9117647058823529,0.00010333333333333333,Average
Griffin Dorsey,Houston Dynamo,23,61,68,650000.0,1000.0,54.0,0.8970588235294118,9.384615384615384e-05,Average
Dong Yun Jeong,Sangju Sangmu FC,28,61,61,325000.0,1000.0,45.333333333333336,1.0,0.00018769230769230769,Average
Javier Almerge Viñuales,SD Huesca,21,61,74,775000.0,1000.0,39.666666666666664,0.8243243243243243,7.870967741935484e-05,Average
Riyadh Al Ibrahim,Al Khaleej,28,61,61,325000.0,3000.0,58.666666666666664,1.0,0.00018769230769230769,Average
Andrés Romero,Cerro Largo Fútbol Club,24,61,67,475000.0,500.0,39.0,0.9104477611940298,0.00012842105263157895,Average
João Pedro Teixeira Silva,Clube Sport Marítimo,20,61,74,700000.0,900.0,18.666666666666668,0.8243243243243243,8.714285714285714e-05,Average
Glendys Mina,9 de Octubre,26,61,62,375000.0,500.0,52.333333333333336,0.9838709677419355,0.00016266666666666667,Average
Shaun MacDonald,Cheltenham Town,25,61,64,325000.0,1000.0,19.666666666666668,0.953125,0.00018769230769230769,Average
Harvey St Clair,Venezia FC,23,61,67,525000.0,900.0,58.666666666666664,0.9104477611940298,0.0001161904761904762,Average
Tom Knowles,Walsall,23,61,68,650000.0,3000.0,59.666666666666664,0.8970588235294118,9.384615384615384e-05,Average
Hamza Yiğit Akman,Galatasaray SK,17,61,81,875000.0,1000.0,52.333333333333336,0.7530864197530864,6.971428571428572e-05,Average
Dan Happe,Leyton Orient,23,61,65,425000.0,2000.0,32.0,0.9384615384615385,0.00014352941176470587,Average
Ismael Quispe,Sport Boys,22,61,68,575000.0,500.0,20.666666666666668,0.8970588235294118,0.00010608695652173913,Average
Sofiane Djeffal,D.C. United,23,61,69,725000.0,1000.0,55.0,0.8840579710144928,8.413793103448276e-05,Average
Joscha Wosz,Sportclub Verl,19,61,72,700000.0,500.0,56.333333333333336,0.8472222222222222,8.714285714285714e-05,Average
Johan Bertilsson,Degerfors IF,34,61,61,150000.0,850.0,58.666666666666664,1.0,0.00040666666666666667,Average
Jung Bin Park,Rodez Aveyron Football,28,61,61,325000.0,1000.0,58.666666666666664,1.0,0.00018769230769230769,Average
Patrick Nwadike,IK Sirius,23,61,66,450000.0,750.0,39.333333333333336,0.9242424242424242,0.00013555555555555556,Average
Barry McNamee,Finn Harps,30,61,61,325000.0,500.0,54.333333333333336,1.0,0.00018769230769230769,Average
Sekou Camara,FC Botoşani,24,61,66,500000.0,2000.0,58.333333333333336,0.9242424242424242,0.000122,Average
Carlos Calzadilla,Deportivo Táchira FC,20,61,73,800000.0,500.0,52.0,0.8356164383561644,7.625e-05,Average
Albert Hofman,Universitatea Cluj,19,61,74,775000.0,850.0,58.0,0.8243243243243243,7.870967741935484e-05,Average
Wojciech Kamiński,Piast Gliwice,21,61,71,700000.0,1000.0,45.666666666666664,0.8591549295774648,8.714285714285714e-05,Average
Dalisson de Almeida Leite,Racing Santander,22,61,72,725000.0,2000.0,54.666666666666664,0.8472222222222222,8.413793103448276e-05,Average
Jesús Quintero,Deportivo Táchira FC,21,61,69,700000.0,500.0,35.0,0.8840579710144928,8.714285714285714e-05,Average
Andy Boyle,Dundalk FC,31,61,61,220000.0,700.0,40.333333333333336,1.0,0.0002772727272727273,Average
Leonardo Mosquera,Deportivo La Guaira FC,21,61,70,700000.0,500.0,50.333333333333336,0.8714285714285714,8.714285714285714e-05,Average
Marcel Wędrychowski,Pogoń Szczecin,20,61,74,800000.0,1000.0,51.666666666666664,0.8243243243243243,7.625e-05,Average
Enrique Ríos Vega,Real Valladolid CF,22,61,69,700000.0,3000.0,34.333333333333336,0.8840579710144928,8.714285714285714e-05,Average
Idrissa Thiam,CD Lugo,21,61,71,725000.0,1000.0,62.666666666666664,0.8591549295774648,8.413793103448276e-05,Average
Nader Al Sharari,Al Shabab,26,61,64,375000.0,5000.0,30.333333333333332,0.953125,0.00016266666666666667,Average
Longchang Lin,Dalian Professional Football Club,32,61,61,210000.0,2000.0,32.666666666666664,1.0,0.0002904761904761905,Average
Dong Won Ji,FC Seoul,31,61,61,275000.0,2000.0,63.666666666666664,1.0,0.00022181818181818183,Average
Sumar Almadjed,Helsingborgs IF,26,61,64,425000.0,750.0,57.666666666666664,0.953125,0.00014352941176470587,Average
Maximilian Franzke,1. FC Magdeburg,23,61,70,725000.0,2000.0,52.666666666666664,0.8714285714285714,8.413793103448276e-05,Average
Daniel Krezic,Degerfors IF,26,61,62,350000.0,700.0,54.333333333333336,0.9838709677419355,0.00017428571428571428,Average
Ivan Konovalov,Livingston FC,27,61,64,325000.0,1000.0,23.666666666666668,0.953125,0.00018769230769230769,Average
Florian Schock,VfB Stuttgart,21,61,71,650000.0,2000.0,19.0,0.8591549295774648,9.384615384615384e-05,Average
Richie Bennett,Barrow,31,61,61,275000.0,2000.0,62.333333333333336,1.0,0.00022181818181818183,Average
Amar Muhsin,Helsingborgs IF,24,61,67,525000.0,750.0,62.0,0.9104477611940298,0.0001161904761904762,Average
Lion Semić,Borussia Dortmund,18,61,79,800000.0,2000.0,43.0,0.7721518987341772,7.625e-05,Average
Brian Orosco,Estudiantes de La Plata,24,61,65,475000.0,2000.0,54.0,0.9384615384615385,0.00012842105263157895,Average
Bassala Sambou,Crewe Alexandra,24,61,65,475000.0,2000.0,59.0,0.9384615384615385,0.00012842105263157895,Average
Szymon Kobusiński,Zagłębie Lubin,24,61,66,500000.0,2000.0,61.666666666666664,0.9242424242424242,0.000122,Average
Jacob Maddox,Walsall,23,61,69,725000.0,3000.0,57.0,0.8840579710144928,8.413793103448276e-05,Average
Francesco Rossi,Atalanta,31,61,61,170000.0,5000.0,23.0,1.0,0.00035882352941176473,Average
Filip Szymczak,Lech Poznań,20,61,73,800000.0,2000.0,62.666666666666664,0.8356164383561644,7.625e-05,Average
Rijad Smajić,1. FC Köln,18,61,78,775000.0,1000.0,33.666666666666664,0.782051282051282,7.870967741935484e-05,Average
Jeanuël Belocian,Stade Rennais FC,17,61,79,775000.0,500.0,42.333333333333336,0.7721518987341772,7.870967741935484e-05,Average
Michalis Kosidis,AEK Athens,20,61,73,800000.0,500.0,62.333333333333336,0.8356164383561644,7.625e-05,Average
Sean Sabetkar,Degerfors IF,27,61,64,375000.0,700.0,28.333333333333332,0.953125,0.00016266666666666667,Average
Lautaro Ovando,Argentinos Juniors,19,61,71,725000.0,2000.0,60.333333333333336,0.8591549295774648,8.413793103448276e-05,Average
Emmanuel Pavlis,GD Chaves,19,61,75,775000.0,900.0,54.333333333333336,0.8133333333333334,7.870967741935484e-05,Average
Earl Edwards Jr.,New England Revolution,30,61,61,220000.0,1000.0,24.333333333333332,1.0,0.0002772727272727273,Average
Antonio Pacheco Ruiz,Villarreal Club de Fútbol B,20,61,73,775000.0,1000.0,51.0,0.8356164383561644,7.870967741935484e-05,Average
Abdullah Al Jadaani,Al Ittihad,30,61,61,220000.0,5000.0,24.0,1.0,0.0002772727272727273,Average
José Antonio Ángel García,Cádiz CF,19,61,74,750000.0,2000.0,42.333333333333336,0.8243243243243243,8.133333333333334e-05,Average
Feiya Chang,Guangzhou City,29,61,61,325000.0,2000.0,57.0,1.0,0.00018769230769230769,Average
Julius Eskesen,FK Haugesund,23,61,68,650000.0,750.0,56.333333333333336,0.8970588235294118,9.384615384615384e-05,Average
Billy Sass-Davies,Crewe Alexandra,22,61,69,700000.0,2000.0,30.666666666666668,0.8840579710144928,8.714285714285714e-05,Average
Aimé Mabika,Inter Miami CF,23,61,68,600000.0,1000.0,33.0,0.8970588235294118,0.00010166666666666667,Average
Ethan Boyle,Finn Harps,25,61,66,450000.0,500.0,40.666666666666664,0.9242424242424242,0.00013555555555555556,Average
Mohamed Bouchouari,FC Emmen,21,61,70,700000.0,2000.0,43.333333333333336,0.8714285714285714,8.714285714285714e-05,Average
Marten Winkler,SV Waldhof Mannheim 07,19,61,76,775000.0,3000.0,62.666666666666664,0.8026315789473685,7.870967741935484e-05,Average
Bradley M'Bondo,Chamois Niortais Football Club,20,61,70,675000.0,900.0,27.333333333333332,0.8714285714285714,9.037037037037038e-05,Average
Liam Coyle,Accrington Stanley,22,61,68,625000.0,900.0,52.333333333333336,0.8970588235294118,9.76e-05,Average
Emeric Depussay,FC Girondins de Bordeaux,20,61,71,725000.0,1000.0,46.333333333333336,0.8591549295774648,8.413793103448276e-05,Average
Matis Carvalho,Montpellier Hérault SC,23,61,70,625000.0,2000.0,20.666666666666668,0.8714285714285714,9.76e-05,Average
Joel Ideho,Arsenal,18,61,78,825000.0,4000.0,55.0,0.782051282051282,7.393939393939393e-05,Average
Göktan Gürpüz,Borussia Dortmund,19,61,79,850000.0,4000.0,47.0,0.7721518987341772,7.176470588235293e-05,Average
Ameen Bukhari,Al Nassr,25,61,66,375000.0,4000.0,25.0,0.9242424242424242,0.00016266666666666667,Average
Euan Murray,Hartlepool United,28,61,61,275000.0,2000.0,37.666666666666664,1.0,0.00022181818181818183,Average
Pritam Kotal,ATK Mohun Bagan FC,28,61,61,275000.0,700.0,43.333333333333336,1.0,0.00022181818181818183,Average
Joan González Cañellas,Lecce,20,61,72,725000.0,2000.0,60.666666666666664,0.8472222222222222,8.413793103448276e-05,Average
Gyeong Jae Kim,Jeju United FC,28,61,62,300000.0,1000.0,39.333333333333336,0.9838709677419355,0.00020333333333333333,Average
Gloire Amanda,SK Austria Klagenfurt,23,61,66,500000.0,2000.0,61.666666666666664,0.9242424242424242,0.000122,Average
Enzo Javier Franco,Club Atlético Independiente,18,61,73,725000.0,650.0,47.666666666666664,0.8356164383561644,8.413793103448276e-05,Average
Jake McGing,Macarthur FC,28,61,61,300000.0,900.0,45.0,1.0,0.00020333333333333333,Average
Peng Li,Wuhan FC,31,61,61,220000.0,2000.0,35.333333333333336,1.0,0.0002772727272727273,Average
Marc Aguado Pallarés,FC Andorra,22,61,72,725000.0,2000.0,54.0,0.8472222222222222,8.413793103448276e-05,Average
Salah-Eddine Oulad M'Hand,Hull City,18,61,80,825000.0,1000.0,56.666666666666664,0.7625,7.393939393939393e-05,Average
Brendan Kiernan,Grimsby Town,29,61,61,325000.0,3000.0,55.333333333333336,1.0,0.00018769230769230769,Average
Pol Bassa Mora,Burgos CF,19,61,69,675000.0,700.0,46.333333333333336,0.8840579710144928,9.037037037037038e-05,Average
Dennis Engel,VfB Oldenburg,26,61,62,350000.0,500.0,51.666666666666664,0.9838709677419355,0.00017428571428571428,Average
Gustavo Carvajal,América de Cali,22,61,69,700000.0,500.0,39.0,0.8840579710144928,8.714285714285714e-05,Average
Jordy Schelfhout,KV Oostende,21,61,70,650000.0,1000.0,19.333333333333332,0.8714285714285714,9.384615384615384e-05,Average
Ayman Yahya,Al Nassr,21,61,74,800000.0,5000.0,55.666666666666664,0.8243243243243243,7.625e-05,Average
Tosaint Ricketts,Vancouver Whitecaps FC,34,61,61,160000.0,2000.0,62.666666666666664,1.0,0.00038125,Average
Kane Smith,Stevenage,26,61,63,375000.0,2000.0,52.333333333333336,0.9682539682539683,0.00016266666666666667,Average
Gor Manvelyan,FC Nantes,20,61,72,725000.0,3000.0,57.333333333333336,0.8472222222222222,8.413793103448276e-05,Average
Gregorio Tanco,Club Atlético Banfield,22,61,69,700000.0,2000.0,35.666666666666664,0.8840579710144928,8.714285714285714e-05,Average
Dominik Klann,Sportclub Verl,23,61,67,475000.0,500.0,39.666666666666664,0.9104477611940298,0.00012842105263157895,Average
Cian Hayes,Fleetwood Town,19,61,72,700000.0,1000.0,54.333333333333336,0.8472222222222222,8.714285714285714e-05,Average
Serge Atakayi,St. Patrick's Athletic,23,61,66,500000.0,650.0,61.0,0.9242424242424242,0.000122,Average
Anderson Angulo,Club Deportes Tolima,26,61,66,425000.0,750.0,28.333333333333332,0.9242424242424242,0.00014352941176470587,Average
Charlie Savage,Manchester United,19,61,79,800000.0,7000.0,48.333333333333336,0.7721518987341772,7.625e-05,Average
Jasper Löffelsend,Real Salt Lake,24,61,65,425000.0,1000.0,47.666666666666664,0.9384615384615385,0.00014352941176470587,Average
Valmir Veliu,Gazişehir Gaziantep F.K.,22,61,69,725000.0,3000.0,58.0,0.8840579710144928,8.413793103448276e-05,Average
Santiago Moya,Club Atlético Huracán,19,61,77,800000.0,1000.0,33.666666666666664,0.7922077922077922,7.625e-05,Average
Ting Yang,Chengdu Rongcheng F.C.,29,61,61,300000.0,2000.0,39.666666666666664,1.0,0.00020333333333333333,Average
Joe Day,Newport County,31,61,61,170000.0,2000.0,21.0,1.0,0.00035882352941176473,Average
Kevin Dąbrowski,Hibernian,24,61,69,625000.0,1000.0,20.0,0.8840579710144928,9.76e-05,Average
Aryan Romaní,Ayacucho,20,61,69,725000.0,500.0,57.0,0.8840579710144928,8.413793103448276e-05,Average
Emmanuel Attipoe,Albacete BP,22,61,71,700000.0,1000.0,34.0,0.8591549295774648,8.714285714285714e-05,Average
Aleksander Paluszek,Górnik Zabrze,21,61,70,700000.0,1000.0,30.0,0.8714285714285714,8.714285714285714e-05,Average
Hussein Ali,SC Heerenveen,20,61,70,675000.0,1000.0,40.0,0.8714285714285714,9.037037037037038e-05,Average
Onurhan Babuscu,Gazişehir Gaziantep F.K.,18,61,72,700000.0,1000.0,58.333333333333336,0.8472222222222222,8.714285714285714e-05,Average
Biel Farrés del Castillo,Girona FC,20,61,72,675000.0,3000.0,36.333333333333336,0.8472222222222222,9.037037037037038e-05,Average
Jordy Hiwula,Ross County FC,27,61,61,350000.0,1000.0,59.666666666666664,1.0,0.00017428571428571428,Average
Thomas Heward-Belle,Sydney FC,25,61,67,400000.0,1000.0,19.333333333333332,0.9104477611940298,0.0001525,Average
Won Gun Kim,Gangwon FC,30,61,61,275000.0,1000.0,34.0,1.0,0.00022181818181818183,Average
Nathan Konstandopoulos,Melbourne Victory,26,61,64,425000.0,2000.0,52.333333333333336,0.953125,0.00014352941176470587,Average
Mohamed Sylla,Hartlepool United,28,61,61,300000.0,2000.0,45.666666666666664,1.0,0.00020333333333333333,Average
Luke Harris,Fulham,17,61,84,1000000.0,1000.0,61.333333333333336,0.7261904761904762,6.1e-05,Average
Timo Zaal,SC Heerenveen,18,61,77,775000.0,500.0,41.333333333333336,0.7922077922077922,7.870967741935484e-05,Average
Nathan Bitumazala,KAS Eupen,19,61,75,750000.0,1000.0,44.333333333333336,0.8133333333333334,8.133333333333334e-05,Average
Juan Perea,CD Leganés,20,61,76,800000.0,2000.0,57.666666666666664,0.8026315789473685,7.625e-05,Average
Harry Kite,Exeter City,22,61,66,500000.0,2000.0,58.666666666666664,0.9242424242424242,0.000122,Average
Sævar Atli Magnússon,Lyngby BK,22,61,72,750000.0,2000.0,61.0,0.8472222222222222,8.133333333333334e-05,Average
Sacha Delaye,Montpellier Hérault SC,20,61,75,775000.0,3000.0,51.0,0.8133333333333334,7.870967741935484e-05,Average
Takuhiro Nakai,Real Madrid CF,18,61,83,1000000.0,7000.0,51.0,0.7349397590361446,6.1e-05,Average
Sunusi Ibrahim,Club de Foot Montréal,19,61,71,725000.0,1000.0,60.333333333333336,0.8591549295774648,8.413793103448276e-05,Average
Sammy Braybrooke,Leicester City,18,61,79,825000.0,4000.0,55.333333333333336,0.7721518987341772,7.393939393939393e-05,Average
Hussein Carneil,IFK Göteborg,19,61,76,775000.0,600.0,57.333333333333336,0.8026315789473685,7.870967741935484e-05,Average
Afonso Manuel Abreu Freitas,Vitória de Guimarães,22,61,68,625000.0,1000.0,36.666666666666664,0.8970588235294118,9.76e-05,Average
Calvin Brackelmann,FC Ingolstadt 04,22,61,70,700000.0,1000.0,48.333333333333336,0.8714285714285714,8.714285714285714e-05,Average
Alejandro Asensio Crespillo,Rayo Vallecano,21,61,73,800000.0,2000.0,54.666666666666664,0.8356164383561644,7.625e-05,Average
Pedro Sánchez,CD Everton de Viña del Mar,24,61,68,675000.0,850.0,56.333333333333336,0.8970588235294118,9.037037037037038e-05,Average
Mathías Carpio,Cienciano,19,61,73,775000.0,500.0,58.666666666666664,0.8356164383561644,7.870967741935484e-05,Average
Maximilian Breunig,SC Freiburg II,21,61,68,675000.0,800.0,61.333333333333336,0.8970588235294118,9.037037037037038e-05,Average
Davy Rouyard,FC Girondins de Bordeaux,22,61,71,650000.0,950.0,19.666666666666668,0.8591549295774648,9.384615384615384e-05,Average
Mamadou Camara,US Quevilly Rouen Métropole,21,61,70,750000.0,950.0,58.666666666666664,0.8714285714285714,8.133333333333334e-05,Average
Matías Vesprini,CD Leganés,22,61,69,700000.0,2000.0,35.0,0.8840579710144928,8.714285714285714e-05,Average
Agustín Vera,Club Atlético River Plate,18,61,79,825000.0,500.0,60.0,0.7721518987341772,7.393939393939393e-05,Average
Cammy MacPherson,St. Johnstone FC,23,61,68,650000.0,1000.0,58.666666666666664,0.8970588235294118,9.384615384615384e-05,Average
Mahamadou Dembélé,Seraing,23,61,72,675000.0,2000.0,37.333333333333336,0.8472222222222222,9.037037037037038e-05,Average
Liangming Lin,Dalian Professional Football Club,25,61,63,400000.0,2000.0,63.333333333333336,0.9682539682539683,0.0001525,Average
Konrad Matuszewski,Warta Poznań,20,61,70,675000.0,550.0,30.0,0.8714285714285714,9.037037037037038e-05,Average
Grzegorz Szymusik,Korona Kielce,24,61,68,625000.0,750.0,35.666666666666664,0.8970588235294118,9.76e-05,Average
Josh Grant,Bristol Rovers,23,61,64,400000.0,2000.0,51.666666666666664,0.953125,0.0001525,Average
Jhohan Romaña,Austin FC,23,61,70,675000.0,1000.0,30.333333333333332,0.8714285714285714,9.037037037037038e-05,Average
Anthony Olusanya,HJK Helsinki,22,61,70,750000.0,500.0,60.333333333333336,0.8714285714285714,8.133333333333334e-05,Average
Ruben Bover Izquierdo,FC Andorra,30,61,61,325000.0,1000.0,60.333333333333336,1.0,0.00018769230769230769,Average
Dikeni Salifou,SV Werder Bremen,19,61,78,800000.0,2000.0,48.333333333333336,0.782051282051282,7.625e-05,Average
Olly Casey,Forest Green Rovers,21,61,69,700000.0,2000.0,28.0,0.8840579710144928,8.714285714285714e-05,Average
Emmanuel Osadebe,Bradford City,25,61,62,400000.0,3000.0,58.333333333333336,0.9838709677419355,0.0001525,Average
Álex Rico Pico,Málaga CF,20,61,73,750000.0,1000.0,51.0,0.8356164383561644,8.133333333333334e-05,Average
Matty Foulds,Bradford City,24,61,65,425000.0,3000.0,33.333333333333336,0.9384615384615385,0.00014352941176470587,Average
Yuriy Yakovenko,Hamarkameratene,28,61,61,325000.0,1000.0,62.333333333333336,1.0,0.00018769230769230769,Average
José Barreto,Patronato,22,61,70,750000.0,3000.0,63.0,0.8714285714285714,8.133333333333334e-05,Average
Amrinder Singh,Odisha FC,29,61,63,275000.0,500.0,23.666666666666668,0.9682539682539683,0.00022181818181818183,Average
Lilian Egloff,VfB Stuttgart,19,61,78,850000.0,2000.0,57.0,0.782051282051282,7.176470588235293e-05,Average
Vincenzo Garofalo,Brescia,22,61,68,675000.0,850.0,53.333333333333336,0.8970588235294118,9.037037037037038e-05,Average
Daniel Rivas,Club Cerro Porteño,20,61,71,675000.0,500.0,26.666666666666668,0.8591549295774648,9.037037037037038e-05,Average
Joe-Loïc Affamah,FC Nantes,20,61,73,800000.0,4000.0,62.666666666666664,0.8356164383561644,7.625e-05,Average
Nermin Karić,Benevento,22,61,65,475000.0,850.0,52.666666666666664,0.9384615384615385,0.00012842105263157895,Average
Matías Gallegos,Unión de Santa Fe,25,61,65,450000.0,3000.0,61.666666666666664,0.9384615384615385,0.00013555555555555556,Average
Ugo Bertelli,Olympique de Marseille,18,61,75,750000.0,2000.0,54.333333333333336,0.8133333333333334,8.133333333333334e-05,Average
Samuel Mischitz,SC Rheindorf Altach,18,61,73,725000.0,650.0,45.0,0.8356164383561644,8.413793103448276e-05,Average
Daniel Lafferty,Derry City,33,61,61,170000.0,600.0,54.666666666666664,1.0,0.00035882352941176473,Average
Tomás Silva,San Lorenzo de Almagro,19,61,73,750000.0,1000.0,42.0,0.8356164383561644,8.133333333333334e-05,Average
Jiaqi Zhang,Zhejiang Professional FC,30,61,61,275000.0,2000.0,54.666666666666664,1.0,0.00022181818181818183,Average
Cosmin Tucaliuc,Petrolul Ploiești,22,61,67,525000.0,1000.0,55.666666666666664,0.9104477611940298,0.0001161904761904762,Average
Thibault Tamas,Montpellier Hérault SC,21,61,75,775000.0,3000.0,42.0,0.8133333333333334,7.870967741935484e-05,Average
Damian Isac,AFC UTA Arad,21,61,71,725000.0,1000.0,57.0,0.8591549295774648,8.413793103448276e-05,Average
Sam Hart,Sutton United,25,61,62,350000.0,2000.0,49.333333333333336,0.9838709677419355,0.00017428571428571428,Average
Scott Robertson,Celtic,20,61,75,775000.0,6000.0,57.666666666666664,0.8133333333333334,7.870967741935484e-05,Average
Sabit Abdulai,SD Ponferradina,23,61,71,675000.0,4000.0,47.0,0.8591549295774648,9.037037037037038e-05,Average
Myles Kenlock,Barrow,25,61,62,350000.0,2000.0,42.666666666666664,0.9838709677419355,0.00017428571428571428,Average
James Waite,Newport County,23,61,66,500000.0,3000.0,56.333333333333336,0.9242424242424242,0.000122,Average
Connor Shields,Motherwell,24,61,65,475000.0,1000.0,60.333333333333336,0.9384615384615385,0.00012842105263157895,Average
Hector Hevel,FC Andorra,26,61,64,425000.0,1000.0,58.666666666666664,0.953125,0.00014352941176470587,Average
Noah Naujoks,Feyenoord,20,61,74,800000.0,1000.0,62.0,0.8243243243243243,7.625e-05,Average
John Nelson,FC Cincinnati,23,61,67,475000.0,1000.0,34.666666666666664,0.9104477611940298,0.00012842105263157895,Average
Brahian Palacios,Atlético Nacional,19,61,76,775000.0,550.0,58.0,0.8026315789473685,7.870967741935484e-05,Average
Pablo Ayala,Guaireña FC,27,61,62,375000.0,500.0,50.333333333333336,0.9838709677419355,0.00016266666666666667,Average
Asmir Kajević,Wuhan FC,32,61,61,250000.0,2000.0,47.0,1.0,0.000244,Average
Daniel Steininger,SpVgg Bayreuth,27,61,61,350000.0,600.0,59.666666666666664,1.0,0.00017428571428571428,Average
Yusuf Maart,Kaizer Chiefs,26,61,62,375000.0,500.0,51.666666666666664,0.9838709677419355,0.00016266666666666667,Average
Jakob Tånnander,HJK Helsinki,21,61,73,700000.0,500.0,18.0,0.8356164383561644,8.714285714285714e-05,Average
Lukas Sulzbacher,WSG Tirol,22,61,70,700000.0,2000.0,38.666666666666664,0.8714285714285714,8.714285714285714e-05,Average
Erolind Krasniqi,Rot-Weiß Essen,22,61,67,525000.0,1000.0,58.333333333333336,0.9104477611940298,0.0001161904761904762,Average
Falah Waleed,Al Ain FC,23,61,69,675000.0,500.0,48.666666666666664,0.8840579710144928,9.037037037037038e-05,Average
Shayr Mohamed,Arsenal de Sarandí,22,61,72,725000.0,2000.0,57.0,0.8472222222222222,8.413793103448276e-05,Average
Emrehan Gedikli,Trabzonspor,19,61,75,775000.0,4000.0,63.0,0.8133333333333334,7.870967741935484e-05,Average
Kristian Opseth,Sarpsborg 08 FF,32,61,61,275000.0,1000.0,63.0,1.0,0.00022181818181818183,Average
Jared Stroud,Austin FC,25,61,62,400000.0,1000.0,56.0,0.9838709677419355,0.0001525,Average
Souleymane Cissé,Grenoble Foot 38,30,61,61,325000.0,1000.0,55.0,1.0,0.00018769230769230769,Average
Guillermo Balzi,Newell's Old Boys,20,61,73,775000.0,2000.0,56.666666666666664,0.8356164383561644,7.870967741935484e-05,Average
